event_description,location_description,location_accuracy,landslide_trigger,landslide_size,landslide_setting,landslide_category,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_population,rain,earthquake,downpour,snow,other,small_scale,medium_scale,large_scale,home_destroyed,mudslide,landslide
A landslide caused by torrential rain has killed 2 women on a small island off Japan's northernmost prefecture of Hokkaido.,Rebun Island,10km,downpour,medium,unknown,landslide,2.0,0.0,nan,nan,nan,glc,6551.0,Japan,JP,2684.0,1,0,1,0,0,0,1,0,0,0,1
"Four people were killed and seven others missing in landslides in Dhading district, 40 kilometres west of Kathmandu, local media reported Monday.  The landslide on Sunday night swept away four houses, independent Kantipur Television reported. ","Gumdi-2, Dhading district, 40 km west of Kathmandu",10km,downpour,medium,unknown,landslide,5.0,0.0,nan,nan,nan,glc,2035.0,Nepal,NP,44632.0,1,0,1,0,0,0,1,0,0,0,1
"Estimated location of landslide. Area hit by earthquake previously. In this aerial image, rescue operation continues at a landslide hitting houses on June 21, 2016 in Uto, Kumamoto, Japan. A low-pressure front that brought record rainfall to the quake-shaken Kumamoto region in western Japan. The heavy rainfall caused landslides and flooding of rivers.  Additional information from:  http://www.japantimes.co.jp/news/2016/06/21/national/kumamoto-area-downpours-leave-two-dead-three-missing-trigger-evacuation-advisories/#.V4egKOsrJaQ  stated that Takamichi Nakaguchi, 66, died in the landslide in Uto.","Uto, Kumamoto, Japan",10km,downpour,large,natural_slope,landslide,1.0,0.0,nan,http://media.gettyimages.com/photos/in-this-aerial-image-rescue-operation-continues-at-a-landslide-on-picture-id541932444,nan,glc,8940.0,Japan,JP,39234.0,1,0,1,0,0,0,0,1,0,0,1
"A three-year-old girl is confirmed to have died and two people are reported missing after a landslip in Kokoda in Papua New Guinea earlier this week.  Washed out creek bed in Oro Province.Washed out creek bed in Oro Province. Photo: Facebook -Voice of Change Oro Heturu Creek, which flows down from Mt Haila in the Kokoda Plains, flooded with mud and clay, washing away several people from one family.  The flooding and resulting landslip followed recent heavy rains.  Oro Province's Disaster Management Unit is assessing the situation.  Governor Gary Juffa, who was to visit the area, said he had instructed the Oro provincial administration to advise on the state of welfare of the people so assistance can be arranged.","Heturu Creek, Kokoda, Papua New Guinea",50km,downpour,medium,unknown,mudslide,1.0,0.0,nan,http://www.radionz.co.nz/assets/news_crops/12285/eight_col_13537601_1762481677332275_3620474614000758663_n.jpg?1467335220,nan,glc,8232.0,Papua New Guinea,PG,6199.0,1,0,1,0,0,0,1,0,0,1,0
The landslide triggered by heavy rainfall buried the house belonging to 25-year-old Tek Bahadur Badi.,"Namunabasti, Dailekh",5km,downpour,medium,urban,landslide,3.0,1.0,nan,nan,nan,glc,7316.0,Nepal,NP,20908.0,1,0,1,0,0,0,1,0,0,0,1
"Roads, bridges and railway lines in several areas throughout Taiwan have been closed as heavy rain continued across the country Sunday, causing widespread flooding and damage. As of 2:30 p.m. Sunday, northern Taiwan remained under a torrential rain alert, while a heavy rain warning was maintained for Pingtung and Kaohsiung in the south and Hualien and Taitung in the east of the country, according to the Central Weather Bureau. It cautioned people to be on the alert against landslides, mudslides and rock falls in mountainous areas, saying continuous rain across Taiwan over the past few days may have made the soil more vulnerable to slides. As a result, some roads and bridges, especially in the southern county of Chiayi, and railway lines have been shut down and people evacuated from mountain areas as a safety precaution. As of 11 a.m. Sunday, the Directorate General of Highways had closed six roads, including three provincial highways, saying three were scheduled to reopen later in the ","82 Km Mark On The Provincial Highway No. 2, Ruifang District, New Taipei",1km,tropical_cyclone,medium,unknown,rock_fall,0.0,2.0,Toraji,nan,nan,glc,5425.0,Taiwan,TW,397515.0,0,0,0,0,1,0,1,0,0,0,0
"Three young brothers died in a poor suburb of Tegucigalpa under a mudslide caused by torrential rains, local firefighter’s chief Carlos Cordero said Saturday. He told reporters that two of the bodies were recovered from among the rubble around midnight and the third at about 5:00 a.m. The three brothers were trapped among the rubble of their brick zinc-roofed house, which was covered by the mud and rocks pouring down a hillside. The incident occurred in the El Retiro suburb in the extreme northwest of Tegucigalpa, where there are geological faults and mudslides frequently occur.",El Retiro suburb in the extreme northwest of Tegucigalpa,5km,downpour,medium,unknown,mudslide,3.0,0.0,nan,nan,nan,glc,2217.0,Honduras,HN,850848.0,1,0,1,0,0,0,1,0,0,1,0
Two deaths from Galkanda following the collapse of an earth embankment,Galkanda,10km,downpour,medium,other,other,2.0,0.0,nan,nan,nan,glc,6593.0,Sri Lanka,LK,4721.0,1,0,1,0,0,0,1,0,0,0,0
"Four people of a family were killed on Sunday in a landslide at sanjeevinagar area in Visakhapatnam. The landslide occurred early morning today and the rescue team immediately reached the spot. The deceased members of the family have been identified as Suryanarayana (65), adhilakshmi (55), sriram (22) and Sadhinarayana (7). “This kind of area is known for these kind of disasters. We have a technical team consisting of geologist, morphologist who will study and submit a report in two weeks. We will submit this report to district committee. We have to take hard decisions to ensure that such accidents do not take place in the future,” VMC Commissioner Praveen Kumar said.",sanjeevinagar area,1km,unknown,medium,unknown,landslide,4.0,0.0,nan,nan,nan,glc,9092.0,India,IN,775484.0,0,0,0,0,0,0,1,0,0,0,1
Kaptai Lake overflowed,Rangamati,10km,downpour,medium,unknown,mudslide,3.0,0.0,nan,nan,nan,glc,85.0,Bangladesh,BD,25708.0,1,0,1,0,0,0,1,0,0,1,0
"A woman and her five-year-old daughter were killed in a rain-triggered landslide in Chittagong this morning.  The deceased were identified as Parveen Akthar, 30, and her daughter Urmi Akthar, our Chittagong correspondent reports quoting Manosh Barua, a sub-inspector of Bayejid Police Station.  The landslide took place when a chunk of earth of rain-soaked hill fell on their house in Majhirgona area around 7:00am, the SI said.","Chittagong, Bangladesh",10km,rain,medium,unknown,landslide,2.0,0.0,nan,nan,nan,glc,8280.0,Bangladesh,BD,3920222.0,1,0,0,0,0,0,1,0,0,0,1
"Fire Service’s Majid said torrential rains over the past several days softened the earth of Ghonar Parha Hill.  A part of the hill subsided on some tin-shed houses next to it. Assistant Meteorologist AKM Nasir said it had been raining in the district since June 23. The Met office recorded 123 millimetres rainfall on Friday until afternoon.;Powerful landslides triggered by heavy rains killed at least 49 people, including six army personnel, on Tuesday in two southeastern districts of Cox’s Bazar and Bandarban.  In Cox’s Bazar, the mudslides occurred at different parts including the district town and Himchhari ECB camp, leaving 45 people dead.  Superintendent of Police Nibash Chandra Majhi said 31 people were killed in Teknaf, six in Ukhia, two in the district headquarters and six in the Himchhari army camp.  Of the army men buried under the mud, three bodies were recovered while search was going on for the rest, reports a correspondent from Cox’s Bazar.  Deputy Commissioner Md Gias Uddi",Konarpara,1km,monsoon,medium,natural_slope,landslide,1.0,4.0,nan,http://d30fl32nd2baj9.cloudfront.net/media/2015/06/26/coxs-bazar-pahar.jpg/ALTERNATES/w640/coxs-bazar-pahar.jpg,nan,glc,7000.0,Bangladesh,BD,253788.0,1,0,0,0,0,0,1,0,0,0,1
"four people were killed, roads blocked","Dukuh Marenge, Brebes district, Central Java",10km,rain,medium,unknown,landslide,4.0,0.0,nan,nan,nan,glc,447.0,Indonesia,ID,98074.0,1,0,0,0,0,0,1,0,0,0,1
"One of two landslides in Bilaipur triggered by the same rainfall event. Ten people were killed in landslides in Karimganj and Hailakandi districts in Barak Valley in Assam on Wednesday following incessant rains. In neighbouring Hailakandi district, two incidents of landslide killed four persons at Bilaipur and a six-year old boy at Ramchandi area, police officials said. The debris fell on two houses where the victims were sleeping early in the morning, they said. NDRF and police have been engaged in rescue and relief operations.","Bilaipur, Hailakandi district, Assam, India",1km,continuous_rain,unknown,unknown,landslide,2.0,0.0,nan,nan,nan,glc,9335.0,India,IN,10942.0,1,0,0,0,0,0,0,0,0,0,1
"A construction worker was killed and three others were injured when earth caved in at Kamarajar Nagar in Valparai on Monday afternoon. The incident took place at a construction site located about half a kilometre from Valparai police station. The deceased was identified as C. Balasubramaniyan (40) of Kamarajar Nagar. The injured are P. Ayyappan (37), P. Vignesh (19) and S. Buvan (20) of Pudhu Thottam. They were working at a site near Valparai to Pollachi Road.  On Monday, the workers were building a wall to prevent mud from caving in. Around 12.10 p.m., a pile of mud fell on them. Fire and Rescue Services personnel rescued Ayyappan and Buvan first..",".5 km away from Valparai Police Station at a construction site, Valparai, Tamil Nadu, India",1km,construction,small,mine,landslide,1.0,3.0,nan,nan,nan,glc,9386.0,India,IN,90353.0,0,0,0,0,1,0,0,0,0,0,1
Destroyed at least 5 houses and killed at least 5 people. Also damage to research station at top of hill. Access roads blocked.,Aso Ohashi Village,5km,earthquake,medium,deforested_slope,earth_flow,5.0,0.0,nan,nan,nan,glc,8294.0,Japan,JP,27978.0,0,1,0,0,0,0,1,0,0,0,0
"The same day, Phaldikhola swept away and killed Kesh Kumari Bhattarai (78) of Bandipur, while Pita Maya Thapa (19) of Bhanumati-8 died in a landslide.","Bhanumati-8, Damauli",5km,downpour,medium,unknown,landslide,1.0,0.0,nan,nan,nan,glc,3679.0,Nepal,NP,21867.0,1,0,1,0,0,0,1,0,0,0,1
"Also on Sunday morning, another landslide at a construction site in Dalian left six people dead.The victims were in a temporary shed of a construction site whenÊtheÊrain-triggeredÊlandslideoccurredÊatÊaroundÊ4:20Êa.m.ÊatÊtheÊcommunityÊinÊZhongshanÊDistrictÊinÊDalianÊCity,Êrescuerssaid.","Zhongshan District In Dalian City, Liaoning",10km,rain,medium,unknown,landslide,6.0,0.0,nan,nan,nan,glc,5217.0,China,CN,2035307.0,1,0,0,0,0,0,1,0,0,0,1
"The otherwise lively site of Cheeyappara waterfalls on the Kochi-Dhanushkodi national highway is eerily quiet. On August 6, tragedy struck the tourist spot when a landslide shook the region and claimed three lives. A month later, the memories remain, and continue to hurt. More than a score of small shops that operated near the waterfall have been closed on a directive from the district administration and the National Highways Authority of India (NHAI). The Revenue Department had issued orders for the closure of the shops after geologists warned of further landslips at the site. Tourists stopping at the site of the landslide to take in the waterfall were advised not to park their vehicles there, said Adimali grama pancayat president P.V. Scariah. He said the site still posed serious danger and landslips were real possibilities as rains continued to drench the area. Forty-year-old Shanta, who ran a small shop selling snacks at Cheeyappara, said the landslide was still fresh in memory. Sh","Cheeyappara Waterfalls, Ernakulam, Kerala",1km,monsoon,medium,unknown,mudslide,5.0,0.0,nan,nan,nan,glc,5278.0,India,IN,25436.0,1,0,0,0,0,0,1,0,0,1,0
At least 10 workers at an Indonesian gold mine have been killed by a landslide on the country's southeast Sulawesi island,"Bombana district, Sulawesi island",10km,mining,medium,unknown,landslide,10.0,0.0,nan,nan,nan,glc,884.0,Indonesia,ID,47778.0,0,0,0,0,0,0,1,0,0,0,1
"Five persons were on Sunday injured following a landslide in Rudraprayag district of Uttarakhand where incessant rain led to blocking of several roads including the routes for the Chardham yatra. According to the State Emergency Operations Centre (SEOC), the landslide in Janki Chatti area of the district injured five pilgrims while continuous rain in the region disrupted traffic at several points on the Chardham route. The victims, identified as Kapil Kumar, Sanjeev Kumar, Ajay Ajeet Bhardwaj and Vipin Pal have been admitted to the district hospital. The region has received continuous rain since on Saturday. Efforts are on to clear the roads, it said.","Janki Chatti, Uttarakhand, India",1km,continuous_rain,medium,above_road,landslide,0.0,5.0,nan,http://images.indianexpress.com/2016/07/pti7_22_2016_000250b_kuma759.jpg,nan,glc,9258.0,India,IN,17123.0,1,0,0,0,0,0,1,0,0,0,1
